"Project: Strat-Plan-Ready-Gov    Server: dev.azure.com/wayneme    Query: All items, all states    List type: Flat    ",,,,,,,
ID,Parent,Work Item Type,Priority,Value Area,Title,Tags,Description
5054,5132,Task,2,,6 - Tutorial: Optimize costs from recommendations,Govern,https://docs.microsoft.com/azure/cost-management-billing/costs/tutorial-acm-opt-recommendations?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5055,5132,Task,2,,7 - Tutorial: Predict costs and optimize spending for Azure,Govern,https://docs.microsoft.com/learn/modules/predict-costs-and-optimize-spending/ - Predict costs and optimizespending for Azure (MS Learn)
5056,5117,Task,2,,1 - Cloud Adoption Framework Governance Benchmark Tool,Govern,https://cafbaseline.com?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal .
5057,5117,Task,2,,"2 - AzGovViz (Azure Governance Visualizer), enables you to get insight into your Azure environment",Govern,https://github.com/julianhayward/azure-mg-sub-governance-reporting?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5058,5141,Task,2,,2 - Annotate your data,Govern,"https://docs.microsoft.com/en-us/azure/data-catalog/data-catalog-how-to-annotate?bc=%2fazure%2fcloud-adoption-framework%2f_bread%2ftoc.json&toc=%2fazure%2fcloud-adoption-framework%2ftoc.json
"
5059,5141,Task,2,,1 - Classify data,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/policy-compliance/data-classification
"
5060,5114,Task,2,,1 - Microsoft Cloud Economic Assessment,Strategy,"Various partner offerings in Azure MarketPlace: https://azuremarketplace.microsoft.com/en-us/marketplace/consulting-services?search=economic%20assessment&page=1
"
5061,5105,Task,2,,4 - Evaluate Enterprise-Scale,Ready,"Microsoft's prescriptive guidance to establish policy-based landing zone. 
https://docs.microsoft.com/azure/cloud-adoption-framework/ready/enterprise-scale/

"
5062,5105,Task,2,,3 - Evaluate Terraform Landing Zone,Ready,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/ready/landing-zone/terraform-landing-zone
"
5063,5105,Task,2,,2 - Evaluate the CAF Foundation and Migrate Landing Zone blueprint,Ready,"Evaluate the CAF Migrate Landing Zone blueprint or the Terraform Landing Zone.
"
5064,5105,Task,2,,"1 - Decide on the path to create landing zone. Start Small and Growth, Enterprise Scale or Partner",Ready,"Update the landing zone: https://docs.microsoft.com/azure/cloud-adoption-framework/ready/landing-zone/
"
5065,5109,Task,2,,3 - Map Skills needed for Cloud organization,Plan,Map roles and skills: https://docs.microsoft.com/azure/cloud-adoption-framework/plan/suggested-skills?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5066,5124,Task,2,,13 - Azure for GCP Professionals,Ready,Azure for GCP Professionals: https://docs.microsoft.com/azure/architecture/gcp-professional/?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5067,5124,Task,2,,13 - Azure for AWS Professionals,Ready,Azure for AWS Professionals: https://docs.microsoft.com/azure/architecture/aws-professional/?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5068,5109,Task,2,,2 - Review skills needed for Cloud organization and build readiness plan,Plan,Build a readiness plan: https://docs.microsoft.com/azure/cloud-adoption-framework/plan/adapt-roles-skills-processes?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5069,,Task,2,,3 - Understand and align the portfolio hierarchy,Govern,https://docs.microsoft.com/azure/cloud-adoption-framework/reference/fundamental-concepts/hosting-hierarchy?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5070,,Task,2,,8 - Microsoft Learn: Azure Fundamentals Learning Path,Govern,https://docs.microsoft.com/learn/paths/azure-fundamentals/?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Azure fundamentals
5071,5121,Task,2,,3 - Use the Azure Security Benchmark as the foundational security policy set,Govern,https://docs.microsoft.com/azure/security/benchmarks/overview
5072,5109,Task,2,,1- Define team structures for the cloud. Cloud based organization,Plan,https://docs.microsoft.com/azure/cloud-adoption-framework/plan/initial-org-alignmenthttps://docs.microsoft.com/azure/cloud-adoption-framework/organize/
5073,5119,Task,2,,4 - Define budgets and budget alerts,Govern,"Setup budgets by various scopes and alerting on the budgets: reference here

ARM Template on Github: https://github.com/Azure/azure-quickstart-templates/tree/master/create-budget/
"
5074,5119,Task,2,,3 - Identify accountability for billing and cost attribution,Govern,"Accountability and access to the data: reference here
"
5075,5115,Task,2,,1 - Build list of applications / workloads destined for Cloud,Strategy,https://docs.microsoft.com/azure/cloud-adoption-framework/strategy/balance-the-portfolio?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5076,5123,Task,2,,2 - Update the Cloud Adoption Plan,Govern,"Once you have determined which policies need to be applied, be sure to update the Cloud Adoption Plan"
5077,5122,Task,2,,2 - Update the Cloud Adoption Plan,Govern,"Once you have determined which policies need to be applied, be sure to update the Cloud Adoption Plan"
5078,5121,Task,2,,2 - Update the Cloud Adoption Plan,Govern,"Once you have determined which policies need to be applied, be sure to update the Cloud Adoption Plan"
5079,5120,Task,2,,2 - Update the Cloud Adoption Plan,Govern,"Once you have determined which policies need to be applied, be sure to update the Cloud Adoption Plan"
5080,5119,Task,2,,2 - Update the Cloud Adoption Plan,Govern,"Once you have determined which policies need to be applied, be sure to update the Cloud Adoption Plan"
5081,5123,Task,2,,1 - Review the sample policies,Govern,"A default set of policies have been defined for the MVP, review these policies in the Cloud Adoption Framework documentation"
5082,5122,Task,2,,1 - Review the sample policies,Govern,"A default set of policies have been defined for the MVP, review these policies in the Cloud Adoption Framework documentation"
5083,5121,Task,2,,1 - Review the sample policies,Govern,"A default set of policies have been defined for the MVP, review these policies in the Cloud Adoption Framework documentation"
5084,5120,Task,2,,1 - Review the sample policies,Govern,"A default set of policies have been defined for the MVP, review these policies in the Cloud Adoption Framework documentation"
5085,5119,Task,2,,1 - Review the sample policies,Govern,"A default set of policies have been defined for the MVP, review these policies in the Cloud Adoption Framework documentation"
5086,5118,Task,2,,2 - Update Cloud Adoption Plan with risks and compliance requirements,Govern,"Post gap identification, and the evaluation of the risk which need to be mititgated we need to ensure that this is documented within the plan."
5087,5118,Task,2,,1 - Reference data for Control Mapping for specific compliance requirements,Govern,"Control mapping for Azure Blueprint / Policy. Blueprint samples
"
5088,5111,Task,2,,3 - Document Members of the Cloud Teams in Cloud Adoption Plan,Plan,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/organize/
"
5089,5111,Task,2,,"2 - Skills Readiness Plan for Developers, IT Staff and Business Users",Plan,Map out the new skills required for Cloud Adoption across the organization:https://docs.microsoft.com/azure/cloud-adoption-framework/plan/suggested-skills
5090,5111,Task,2,,1 - Prioritize workloads and projects,Plan,"Define and prioritize workloads in the backlog for the adoption projects
"
5091,5104,Task,2,,11 - Azure Naming and Tagging Convention,Ready,Recommended naming and tagging conventions: https://docs.microsoft.com/azure/cloud-adoption-framework/ready/azure-setup-guide/organize-resources?tabs=NamingStandards
5092,5104,Task,2,,10 - Automation and Planning for a DevOps approach,Ready,Platform Automation : https://docs.microsoft.com/azure/cloud-adoption-framework/ready/enterprise-scale/platform-automation-and-devops
5093,5104,Task,2,,9 - BCDR Design Considerations,Ready,Design considerations as per Enteprise Scale: https://docs.microsoft.com/azure/cloud-adoption-framework/ready/enterprise-scale/business-continuity-and-disaster-recovery
5094,5104,Task,2,,8 - Compliance and Policy Enforcement Decision Guide,Ready,Compliance and Policy Enforcement Decision Guidehttps://docs.microsoft.com/azure/cloud-adoption-framework/decision-guides/policy-enforcement/
5095,5104,Task,2,,7 - Security Decision Guide and Best practices,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/security/security-top-10
5096,5104,Task,2,,6 - Monitoring Decision Guide,Ready,"All organizations need mechanisms for notifying IT teams of performance, uptime, and security issues before they become serious problems.  Logging and reporting decision guide
"
5097,5104,Task,2,,5 - Policy Enforcement Decision Guide,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/decision-guides/policy-enforcement/
5098,5104,Task,2,,4 - Network Decision Guide,Ready,https://docs.microsoft.com/azure/cloud-adoption-framework/decision-guides/software-defined-network/
5099,5104,Task,2,,3 - Identity Decision Guide,Ready,"Identity and access management (IAM) services enable you to manage access control in the cloud
"
5100,,Test Plan,,,Test - Created from Form Request bikeconnect10 & 6/17/2020 4:51:16 PM,,Created new work item - wayneme@microsoft.com & bikeconnect107
5101,,Test Plan,,,Test - Created from Form Request AMIT & 6/15/2020 6:20:25 PM,,Created new work item - wayneme@microsoft.com & AMIT
5102,,Test Plan,,,Test - Created from Form Request 6/15/2020 5:19:23 PM,,Created new work item - wayneme@microsoft.com & Climber_App
5103,,Test Plan,,,Test - Created from Form Request 6/15/2020 5:17:21 PM,,Created new work item - wayneme@microsoft.com & CoffeeNet
5104,4905,User Story,2,Business,1 - Architectural Decision Guide,Ready,"Update Cloud Adoption Framework Ready and Adopt doc.
"
5105,4905,User Story,2,Business,2 - Landing zone considerations,Ready,"Review landing zone considerations to understand the alternative decisions which could impact your landing zone design.
"
5106,4905,User Story,2,Business,3 - Create Azure Subscriptions,Ready,"Start your Azure adoption by creating an initial set of subscriptions. Learn what subscriptions you should begin with based on your initial requirements.
"
5107,4905,User Story,2,Business,4 - Establish your Network,Ready,"Hub and spoke is a networking model for more efficient management of common communication or security requirements. It also helps avoid Azure subscription limitations.
"
5108,4905,User Story,3,Business,5 - Identity and Access Management,Ready,https://docs.microsoft.com/azure/role-based-access-control/overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - What is RBAC
5109,4906,User Story,2,Business,1 - Initial organizational alignment,Plan,"Establish a plan for organizational alignment, included defined RACI diagrams.
"
5110,4906,User Story,2,Business,2 - Digital Estate,Plan,Inventory digital estate and align outcomes. https://docs.microsoft.com/azure/cloud-adoption-framework/digital-estate/inventory?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5111,4906,User Story,2,Business,3 - Update the Cloud Adoption Plan,Plan,"Plan template cloud adoption plan to manage effort and change.
"
5112,4907,User Story,2,Business,1 - Motivations,Strategy,"Meet with key stakeholders and executives to document the motivations which are driving an interest in cloud adoption.
Consider classifying your priorities by horizon 1, 2 and 3.
"
5113,4907,User Story,2,Business,2 - Business Outcomes,Strategy,"Engage motivated stakeholders and executives to document specific business outcomes.
"
5114,4907,User Story,2,Business,3 - Business Case,Strategy,"Develop a business case to validate the financial model supporting the motivations and outcomes.
"
5115,4907,User Story,2,Business,4 - Adoption Project(s),Strategy,Identify all the workloads / projects and update the Cloud Adoption Plan
5116,4907,User Story,2,Business,"5 - Who will deploy your environment. Self-build, Microsoft Services or Partner",Strategy,Check out the Cloud Adoption Framework partner offers: http://aka.ms/adopt/partneroffers?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal
5117,4908,User Story,2,Business,1 - Cloud Adoption Framework Governance Benchmark tool,Govern,"Leverage the governance benchmark tool to determine current governance requirements and gap.

Tool can be found here
"
5118,4908,User Story,2,Business,"2 - Identify business risks across apps, data and infrastructure",Govern,"Identify risks and convert risks into policies and compliance statements
"
5119,4908,User Story,2,Business,3 - Cost Management Discipline,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/cost-management/policy-statements
"
5120,4908,User Story,2,Business,4 - Resource Consistency Discipline,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/resource-consistency/policy-statements
"
5121,4908,User Story,2,Business,5 - Security Baseline Discipline,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/security-baseline/policy-statements
"
5122,4908,User Story,2,Business,6 - Identity Baseline Discipline,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/identity-baseline/policy-statements
"
5123,4908,User Story,2,Business,7 - Deployment Acceleration Discipline,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/deployment-acceleration/policy-statements
"
5124,4904,User Story,2,Business,1 - Azure Fundamentals,Ready,"Azure Fundamentals: Review the Azure Readiness Guide to become familiar with the tools and approaches needed in landing zone creation.
"
5125,4904,User Story,2,Business,2 - Skills readiness plan,Ready,"Create a plan for addressing skills readiness gaps.



Azure quickstart ARM templates: https://github.com/Azure/azure-quickstart-templates
"
5126,4909,User Story,2,Business,1 - Azure Active Directory Basics,Govern,Azure Active Directory Basics
5127,4909,User Story,2,Business,2 - Azure Policy,Govern,https://docs.microsoft.com/azure/governance/policy/overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - What is Azure Policy
5128,4909,User Story,2,Business,3 - Resource Locks,Govern,https://docs.microsoft.com/azure/azure-resource-manager/management/lock-resources?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Lock resources to preventunexpected changes
5129,4909,User Story,2,Business,4 - Azure Blueprints,Govern,https://docs.microsoft.com/azure/governance/blueprints/overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - What is Azure Blueprints?
5130,4909,User Story,2,Business,5 - Azure Service Health,Govern,https://docs.microsoft.com/azure/service-health/overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - What is Azure Service Health?
5131,4909,User Story,2,Business,6 - Azure Advisor,Govern,https://docs.microsoft.com/azure/advisor/advisor-overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - Introduction to Azure Advisor
5132,4909,User Story,2,Business,7 - Azure Cost Management,Govern,Azure Governance | Azure Cost Management
5133,4909,User Story,2,Business,8 - Azure Resource Graph,Govern,https://docs.microsoft.com/azure/governance/resource-graph/overview?WT.mc_id=devops_userstory_service_sprg-inproduct-devopsportal - What is Azure Resource Graph?
5134,4909,User Story,2,Business,9 - Azure Monitor,Govern,"https://docs.microsoft.com/en-gb/azure/cloud-adoption-framework/manage/monitor/
"
5135,4909,User Story,2,Business,10 - Application Insights,Govern,"https://docs.microsoft.com/en-us/azure/azure-monitor/app/app-insights-overview
"
5136,4909,User Story,2,Business,11 - Log Analytics,Govern,"https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/log-query-overview
"
5137,4909,User Story,2,Business,12 - Express Route,Govern,"Express Route
"
5138,4909,User Story,2,Business,14 - Network Watcher,Govern,"https://docs.microsoft.com/en-us/azure/network-watcher/
"
5139,4909,User Story,2,Business,13 - Visualizing your data,Govern,"Visualizations
"
5140,4909,User Story,2,Business,15 - Alerting,Govern,"https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-overview
"
5141,4908,User Story,2,Business,8 - Data Governance,Govern,"https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/govern/policy-compliance/data-classification
"
